rank_code	ncbi_id	name	mean_percent
F	203488	Dictyoglomaceae	0
F	203492	Fusobacteriaceae	0
F	203557	Verrucomicrobiaceae	0
F	2036754	Chelatococcaceae	0
F	2042895	Gottschalkiaceae	0
F	204431	Fibrobacteraceae	0
F	204434	Acidobacteriaceae	0
F	206349	Hydrogenophilaceae	0
F	206379	Nitrosomonadaceae	0
F	2066474	Endozoicomonadaceae	0
F	2070	Pseudonocardiaceae	0
F	2092	Mycoplasmataceae	0
F	2100208	Caedimonadaceae	0
F	2131	Spiroplasmataceae	0
F	213116	Desulfomicrobiaceae	0
F	213117	Desulfohalobiaceae	0
F	213119	Desulfobacteraceae	0
F	213121	Desulfobulbaceae	0
F	213421	Desulfuromonadaceae	0
F	213422	Geobacteraceae	0
F	213465	Syntrophobacteraceae	0
F	213468	Syntrophaceae	0
F	213483	Bdellovibrionaceae	0
F	2146	Acholeplasmataceae	0
F	2159	Methanobacteriaceae	0
F	2162846	Candidatus	0
F	2178	Methanothermaceae	0
F	2183	Methanococcaceae	0
F	2194	Methanomicrobiaceae	0
F	219687	Gemmatimonadaceae	0
F	2206	Methanosarcinaceae	0
F	2211325	Vicinamibacteraceae	0
F	2232	Archaeoglobaceae	0
F	2236	Halobacteriaceae	0
F	224027	Hydrogenothermaceae	0
F	224372	Alcanivoracaceae	0
F	224379	Hahellaceae	0
F	224464	Kofleriaceae	0
F	224467	Nautiliaceae	0
F	225058	Acidithiobacillaceae	0
F	2259	Thermococcaceae	0
F	2267	Thermoproteaceae	0
F	2272	Desulfurococcaceae	0
F	227387	Thermodesulfobiaceae	0
F	2303730	Prochlorotrichaceae	0
F	2307	Pyrodictiaceae	0
F	246874	Cryomorphaceae	0
F	255474	Parvularculaceae	0
F	255475	Aurantimonadaceae	0
F	255526	Halothiobacillaceae	0
F	255527	Saccharospirillaceae	0
F	263369	Bacteriovoracaceae	0
F	267888	Pseudoalteromonadaceae	0
F	267889	Colwelliaceae	0
F	267890	Shewanellaceae	0
F	267891	Moritellaceae	0
F	267892	Ferrimonadaceae	0
F	267893	Idiomarinaceae	0
F	267894	Psychromonadaceae	0
F	28056	Micromonosporaceae	0
F	28256	Halomonadaceae	0
F	292628	Anaerolineaceae	0
F	31	Myxococcaceae	0
F	316606	Segniliparaceae	0
F	31984	Heliobacteriaceae	0
F	31993	Methylocystaceae	0
F	32011	Methylophilaceae	0
F	32033	Xanthomonadaceae	0
F	320583	Conexibacteraceae	0
F	332161	Solibacteraceae	0
F	332247	Trueperaceae	0
F	335928	Xanthobacteraceae	0
F	335929	Erythrobacteraceae	0
F	338190	Nitrosopumilaceae	0
F	33925	Entomoplasmataceae	0
F	34064	Francisellaceae	0
F	39	Archangiaceae	0
F	39782	Blattabacteriaceae	0
F	403	Methylococcaceae	0
F	41294	Bradyrhizobiaceae	0
F	41295	Rhodospirillaceae	0
F	41297	Sphingomonadaceae	0
F	414877	Catenulisporaceae	0
F	415002	Puniceicoccaceae	0
F	433	Acetobacteraceae	0
F	444	Legionellaceae	0
F	44746	Holosporaceae	0
F	449719	Granulosicoccaceae	0
F	453228	Desulfarculaceae	0
F	45401	Hyphomicrobiaceae	0
F	45404	Beijerinckiaceae	0
F	46630	Picrophilaceae	0
F	46659	Thermoplasmataceae	0
F	468	Moraxellaceae	0
F	475964	Caldilineaceae	0
F	481	Neisseriaceae	0
F	485255	Natranaerobiaceae	0
F	49	Polyangiaceae	0
F	506	Alcaligenaceae	0
F	53434	Halobacteroidaceae	0
F	539000	Clostridiales	0
F	543347	Clostridiales	0
F	543349	Symbiobacteriaceae	0
F	543371	Thermoanaerobacterales	0
F	543372	Thermoanaerobacterales	0
F	548685	Malacoherpesviridae	0
F	549779	Mimiviridae	0
F	558314	Desulfurobacteriaceae	0
F	558415	Marinilabiliaceae	0
F	563798	Cyclobacteriaceae	0
F	563835	Chitinophagaceae	0
F	563843	Rhodothermaceae	0
F	568386	Sinobacteraceae	0
F	570265	Methanocellaceae	0
F	580372	Mariprofundaceae	0
F	622451	Actinopolysporaceae	0
F	641	Vibrionaceae	0
F	641876	Elusimicrobiaceae	0
F	64898	Aquificaceae	0
F	649777	Synergistaceae	0
F	655351	Cohaesibacteraceae	0
F	666507	Phycisphaeraceae	0
F	68298	Syntrophomonadaceae	0
F	69277	Phyllobacteriaceae	0
F	693073	Caldisericaceae	0
F	69657	Hyphomonadaceae	0
F	717964	Methylacidiphilaceae	0
F	72275	Alteromonadaceae	0
F	72276	Ectothiorhodospiraceae	0
F	72293	Helicobacteraceae	0
F	742031	Salinisphaeraceae	0
F	74712	Frankiaceae	0
F	75682	Oxalobacteraceae	0
F	75787	Rhodocyclaceae	0
F	76892	Caulobacteraceae	0
F	772	Bartonellaceae	0
F	775	Rickettsiaceae	0
F	795749	Ignavibacteriaceae	0
F	809	Chlamydiaceae	0
F	83676	Nocardiopsaceae	0
F	83778	Kineosporiaceae	0
F	84566	Sphingobacteriaceae	0
F	84642	Aeromonadaceae	0
F	84994	Acidimicrobiaceae	0
F	84997	Rubrobacteraceae	0
F	85002	Sphaerobacteraceae	0
F	85015	Nocardioidaceae	0
F	85016	Cellulomonadaceae	0
F	85017	Promicromonosporaceae	0
F	85018	Dermatophilaceae	0
F	85019	Brevibacteriaceae	0
F	85020	Dermabacteraceae	0
F	85021	Intrasporangiaceae	0
F	85022	Jonesiaceae	0
F	85023	Microbacteriaceae	0
F	85025	Nocardiaceae	0
F	85026	Gordoniaceae	0
F	85028	Tsukamurellaceae	0
F	85029	Dietziaceae	0
F	85030	Geodermatophilaceae	0
F	85031	Nakamurellaceae	0
F	85032	Acidothermaceae	0
F	85034	Glycomycetaceae	0
F	868	Cardiobacteriaceae	0
F	871007	Acidilobaceae	0
F	88404	Methanocorpusculaceae	0
F	89373	Cytophagaceae	0
F	89374	Saprospiraceae	0
F	90627	Gallionellaceae	0
F	908622	Euzebyaceae	0
F	92712	Simkaniaceae	0
F	92713	Parachlamydiaceae	0
F	92714	Waddliaceae	0
F	942	Anaplasmataceae	0
F	972	Halanaerobiaceae	0
F	995019	Sutterellaceae	0
F1	10241	Chordopoxvirinae	0
F1	10357	Betaherpesvirinae	0
F1	1113537	Chlamydia/Chlamydophila	0
F1	112074	unclassified	0
F1	114403	Zymobacter	0
F1	117574	unclassified	0
F1	1196022	unclassified	0
F1	1198136	Tevenvirinae	0
F1	1324991	unclassified	0
F1	1524964	unclassified	0
F1	1655488	Luna	0
F1	1655516	unclassified	0
F1	1712260	unclassified	0
F1	1717716	unclassified	0
F1	189971	unclassified	0
F1	1910976	Guernseyvirinae	0
F1	1910999	Tunavirinae	0
F1	191675	unclassified	0
F1	196894	unclassified	0
F1	196895	unclassified	0
F1	196896	unclassified	0
F1	1981156	Sepvirinae	0
F1	1982876	Bclasvirinae	0
F1	200630	unclassified	0
F1	204454	unclassified	0
F1	2144190	unclassified	0
F1	227290	Rhizobium/Agrobacterium	0
F1	227292	Sinorhizobium/Ensifer	0
F1	2321108	Arcobacter	0
F1	234447	unclassified	0
F1	274493	Chlorobium/Pelodictyon	0
F1	278955	unclassified	0
F1	33988	Rickettsieae	0
F1	340671	unclassified	0
F1	351	Azotobacter	0
F1	39756	unclassified	0
F1	41296	unclassified	0
F1	421605	unclassified	0
F1	42857	Moorella	0
F1	542835	Autographivirinae	0
F1	54393	unclassified	0
F1	58840	unclassified	0
F1	61432	unclassified	0
F1	663587	unclassified	0
F1	686598	unassigned	0
F1	686602	unassigned	0
F1	693995	Coronavirinae	0
F1	81426	unclassified	0
F1	81440	unclassified	0
F1	82569	unclassified	0
F1	83494	unclassified	0
F1	84113	unclassified	0
F1	84568	unclassified	0
F1	85151	Aneurinibacillus	0
F1	881649	unclassified	0
F1	90153	Chromobacterium	0
F1	92682	Halothece	0
F1	946227	unclassified	0
F1	952	Wolbachieae	0
F1	985780	unclassified	0
F2	114399	whitefly	0
F2	1655489	Luna-1	0
F2	2321207	unclassified	0
F2	36866	unclassified	0
F2	67757	unclassified	0
F2	84563	ant,	0
F3	146507	aphid	0
F3	199891	mealybug	0
F3	84564	ant	0
G	10	Cellvibrio	0
G	1005038	Fimbriimonas	0
G	1007	Saprospira	0
G	100715	Chloroherpeton	0
G	101191	Methanomethylovorans	0
G	1013	Weeksella	0
G	1016	Capnocytophaga	0
G	1021	Beggiatoa	0
G	102115	Stanieria	0
G	102231	Gloeocapsa	0
G	102234	Cyanobacterium	0
G	1033	Afipia	0
G	10365	Muromegalovirus	0
G	1041	Erythrobacter	0
G	104264	Cellulophaga	0
G	104267	Tenacibaculum	0
G	1048757	Candidatus	0
G	105	Runella	0
G	1051	Ectothiorhodospira	0
G	1054211	Sulfuritalea	0
G	10552	Aviadenovirus	0
G	1055323	Aeribacillus	0
G	1055688	Sandaracinus	0
G	105850	Acidilobus	0
G	1060	Rhodobacter	0
G	106589	Cupriavidus	0
G	106591	Ensifer	0
G	106633	Thioalkalivibrio	0
G	1068	Rhodomicrobium	0
G	1069494	Trueperella	0
G	107	Spirosoma	0
G	1073	Rhodopseudomonas	0
G	1073531	Mycolicibacter	0
G	1073987	Halorientalis	0
G	1077265	Chthonomonas	0
G	1080709	Methanomassiliicoccus	0
G	1081	Rhodospirillum	0
G	1082702	Lonsdalea	0
G	1082930	Pelagibacterium	0
G	1084558	Oceanicoccus	0
G	1091	Chlorobium	0
G	109168	Desulfotalea	0
G	109262	Halothiobacillus	0
G	1097466	Defluviimonas	0
G	1099	Pelodictyon	0
G	1101	Prosthecochloris	0
G	110103	Anabaenopsis	0
G	11051	Flavivirus	0
G	1107	Chloroflexus	0
G	110932	Leifsonia	0
G	1111	Porphyrobacter	0
G	111500	Muricauda	0
G	112040	Zobellia	0
G	1125	Microcystis	0
G	11271	Vesiculovirus	0
G	1129	Synechococcus	0
G	1129704	Kyrpidia	0
G	113	Gemmata	0
G	1134403	Melioribacter	0
G	1137960	Allokutzneria	0
G	1142	Synechocystis	0
G	114627	Alkaliphilus	0
G	1152	Pseudanabaena	0
G	1155738	Moorea	0
G	1158	Oscillatoria	0
G	116071	Micropruina	0
G	1160973	Auritidibacter	0
G	1161127	Murdochiella	0
G	1163	Anabaena	0
G	117156	Actinopolymorpha	0
G	1172191	Catenovulum	0
G	1176327	Aureitalea	0
G	1177	Nostoc	0
G	117999	Denitrovibrio	0
G	118	Planctomyces	0
G	1182780	Magnetospira	0
G	1184396	Mesotoga	0
G	1184606	Austwickia	0
G	1186	Calothrix	0
G	1188227	Gloeomargarita	0
G	1190	Fischerella	0
G	119044	Filomicrobium	0
G	1193324	Alkalitalea	0
G	1193503	Gilliamella	0
G	1193515	Snodgrassella	0
G	119541	Rhodobaca	0
G	119977	Acidithiobacillus	0
G	1203	Scytonema	0
G	1204360	Siansivirga	0
G	1205	Trichodesmium	0
G	120652	Methylocella	0
G	120831	Dyadobacter	0
G	1209327	Flavivirga	0
G	120961	Roseiflexus	0
G	1209988	Halopenitus	0
G	1217416	Halioglobus	0
G	1218	Prochlorococcus	0
G	121871	Haloterrigena	0
G	122277	Pectobacterium	0
G	1227	Nitrosococcus	0
G	123	Pirellula	0
G	1234	Nitrospira	0
G	1237	Piscirickettsia	0
G	125216	Roseomonas	0
G	125287	Ornithinimicrobium	0
G	1253	Pediococcus	0
G	1263978	Candidatus	0
G	1269	Micrococcus	0
G	1269201	Salinarchaeum	0
G	127	Isosphaera	0
G	1273155	Thiohalobacter	0
G	1278221	Auraticoccus	0
G	129001	Syntrophothermus	0
G	12914	Acidianus	0
G	1291539	Candidatus	0
G	12916	Acidovorax	0
G	129337	Geobacillus	0
G	1295327	Croceicoccus	0
G	129577	Oceanimonas	0
G	12960	Azoarcus	0
G	1298	Deinococcus	0
G	129957	Carboxydothermus	0
G	13	Dictyoglomus	0
G	13034	Dactylococcopsis	0
G	13134	Magnetospirillum	0
G	1329200	Fictibacillus	0
G	133	Methylocystis	0
G	1330545	Lelliottia	0
G	1330546	Pluralibacter	0
G	1330547	Kosakonia	0
G	133193	Alkalilimnicola	0
G	1335483	Shimwellia	0
G	1335631	Frischella	0
G	1335745	Spiribacter	0
G	134550	Candidatus	0
G	135575	Idiomarina	0
G	13687	Sphingomonas	0
G	1372	Planococcus	0
G	13724	Thiocystis	0
G	1375	Aerococcus	0
G	1378	Gemella	0
G	1379908	Rufibacter	0
G	138	Borrelia	0
G	1380	Atopobium	0
G	140458	Thermacetogenium	0
G	1406135	Breoghania	0
G	1408194	Endomicrobium	0
G	141450	Oleiphilus	0
G	142577	Prauserella	0
G	143222	Salegentibacter	0
G	1433993	Chryseolinea	0
G	1434010	Jatrophihabitans	0
G	1434011	Komagataeibacter	0
G	1434032	Pontimonas	0
G	1434046	Sphingorhabdus	0
G	1434050	Zhongshania	0
G	1436289	Candidatus	0
G	1443590	Ferriphaselus	0
G	1445504	Gynuella	0
G	1450140	Halohasta	0
G	145260	Methanothermobacter	0
G	1453359	Candidatus	0
G	146	Spirochaeta	0
G	146784	Bacteriovorax	0
G	146785	Thermosynechococcus	0
G	146825	Halorhabdus	0
G	146918	Salinibacter	0
G	146937	Azospira	0
G	1470540	Jeotgalibaca	0
G	147067	Thermobispora	0
G	1471399	Draconibacterium	0
G	1472344	Basilea	0
G	1481960	Peptoclostridium	0
G	1484898	Methyloceanibacter	0
G	1495768	Candidatus	0
G	149698	Massilia	0
G	150022	Finegoldia	0
G	150203	Blastomonas	0
G	150247	Anoxybacillus	0
G	1505664	Gottschalkia	0
G	1508657	Ruminiclostridium	0
G	1509243	Candidatus	0
G	1511648	Defluviitoga	0
G	1513230	Aurivirus	0
G	1518147	Wenyingzhuangia	0
G	1518149	Thalassotalea	0
G	152053	Starkeya	0
G	1521255	Candidatus	0
G	152161	Stappia	0
G	1524214	Vulgatibacter	0
G	1524249	Pseudohongiella	0
G	1525371	Neorhizobium	0
G	153265	Aequorivita	0
G	153497	Kozakia	0
G	1537406	Bacterioplanes	0
G	1541445	Candidatus	0
G	1541743	Candidatus	0
G	1543704	Niveispirillum	0
G	1543705	Nitrospirillum	0
G	1551504	Candidatus	0
G	155493	Gallibacterium	0
G	155862	Methanothermococcus	0
G	155977	Acaryochloris	0
G	1562	Desulfotomaculum	0
G	156885	Thioflavicoccus	0
G	1569	Sporosarcina	0
G	157	Treponema	0
G	157226	Jeotgalibacillus	0
G	1572860	Hartmannibacter	0
G	1573	Clavibacter	0
G	157920	Cellulosimicrobium	0
G	1579315	Halocynthiibacter	0
G	157932	Paucimonas	0
G	1582879	Ezakiella	0
G	158481	Hahella	0
G	158483	Cedecea	0
G	158846	Megamonas	0
G	159191	Nodularia	0
G	1593364	Candidatus	0
G	159345	Roseibacterium	0
G	16	Methylophilus	0
G	1602345	Parasaccharibacter	0
G	160674	Raoultella	0
G	1607807	Candidatus	0
G	160798	Marinitoga	0
G	1608298	Thiolapillus	0
G	1609958	Confluentimicrobium	0
G	1611681	Mucinivorans	0
G	1612157	Pararhodospirillum	0
G	161492	Anaeromyxobacter	0
G	1616789	Salinispira	0
G	162027	Haliangium	0
G	1621534	Paraglaciecola	0
G	162171	Magnetococcus	0
G	162289	Peptoniphilus	0
G	1623281	Che8virus	0
G	1623289	Hk578virus	0
G	1623303	Sfi11virus	0
G	1623304	Sfi21dt1virus	0
G	1623305	Sk1virus	0
G	1623309	Xp10virus	0
G	1632780	Phreatobacter	0
G	1637	Listeria	0
G	1643951	Pseudothermotoga	0
G	1644057	Salinigranum	0
G	164450	Vulcanisaeta	0
G	1645	Renibacterium	0
G	1647	Erysipelothrix	0
G	1649	Kurthia	0
G	1649279	Epibacterium	0
G	1649468	Melaminivora	0
G	1649480	Planctopirus	0
G	1649482	Pseudopedobacter	0
G	1649486	Rhizorhabdus	0
G	1649490	Rubinisphaera	0
G	1649495	Seonamhaeicola	0
G	1649510	Variibacter	0
G	1652133	Halobacteriovorax	0
G	165301	Lentzea	0
G	1653174	Actinotignum	0
G	1654931	Crenobacter	0
G	1656823	Halanaeroarchaeum	0
G	165695	Sphingobium	0
G	165696	Novosphingobium	0
G	165697	Sphingopyxis	0
G	165779	Anaerococcus	0
G	1663	Arthrobacter	0
G	1663717	Herbinix	0
G	1664383	Pseudarcicella	0
G	167375	Cyanobium	0
G	1676125	Thermogutta	0
G	1676142	Wenzhouxiangella	0
G	167639	Ilyobacter	0
G	1676651	Limnochorda	0
G	1677050	Novibacillus	0
G	1679002	Candidatus	0
G	1682492	Candidatus	0
G	168470	Laribacter	0
G	168657	Hydrogenobaculum	0
G	168694	Salinispora	0
G	168808	Sneathia	0
G	168934	Thalassospira	0
G	1692042	Sulfurifustis	0
G	1696	Brevibacterium	0
G	1705353	Aurantimicrobium	0
G	1706036	Gemmatirosa	0
G	170610	Halomicronema	0
G	1707	Cellulomonas	0
G	171	Leptospira	0
G	1714270	Gammasphaerolipovirus	0
G	171436	Tistrella	0
G	171868	Thermovibrio	0
G	173479	Gemmatimonas	0
G	1734920	Pseudorhodoplanes	0
G	1738655	Woeseia	0
G	1740	Thermodesulfobacterium	0
G	1742989	Glutamicibacter	0
G	1742992	Paenarthrobacter	0
G	1742993	Pseudarthrobacter	0
G	1743	Propionibacterium	0
G	1744881	Sulfuricaulis	0
G	1745211	Chania	0
G	1747777	Cuniculiplasma	0
G	174951	Ramlibacter	0
G	1751872	Lacimicrobium	0
G	175304	Lentibacillus	0
G	1754	Thermoanaerobacter	0
G	1755829	Ichthyobacterium	0
G	1759331	Cnuibacter	0
G	1759396	Marivivens	0
G	1763	Mycobacterium	0
G	1763521	Paludisphaera	0
G	1765964	Acidihalobacter	0
G	1769012	Arachidicoccus	0
G	1778653	Sulfuriferula	0
G	1779136	Bradymonas	0
G	178440	Opitutus	0
G	178469	Arenibacter	0
G	1784836	Fermentimonas	0
G	178898	Carboxydocella	0
G	179	Leptospirillum	0
G	18	Pelobacter	0
G	1802983	Candidatus	0
G	1804663	Haematospirillum	0
G	180541	Salinisphaera	0
G	1813	Amycolatopsis	0
G	1817	Nocardia	0
G	1822464	Paraburkholderia	0
G	1825023	Candidatus	0
G	182639	Kribbella	0
G	1827	Rhodococcus	0
G	182709	Oceanobacillus	0
G	182899	Persephonella	0
G	1835	Saccharopolyspora	0
G	1839	Nocardioides	0
G	1847	Pseudonocardia	0
G	1847725	Lawsonella	0
G	1849	Actinopolyspora	0
G	1849530	Oblitimonas	0
G	1849828	Paeniclostridium	0
G	1851	Saccharomonospora	0
G	1854	Frankia	0
G	1855413	Brevirhabdus	0
G	1860	Geodermatophilus	0
G	186188	Xylanimonas	0
G	186191	Marinithermus	0
G	1862	Dermatophilus	0
G	1865	Actinoplanes	0
G	186532	C2virus	0
G	186650	Microvirga	0
G	1866885	Mycolicibacterium	0
G	186764	L5virus	0
G	186831	Acetoanaerobium	0
G	1868332	Neomicrococcus	0
G	1869285	Allofrancisella	0
G	187	Aquaspirillum	0
G	187144	Caldithrix	0
G	1873	Micromonospora	0
G	187492	Thalassolituus	0
G	188143	Enterovibrio	0
G	1882917	Pajaroellobacter	0
G	1884792	Pseudoflavitalea	0
G	188905	Jannaschia	0
G	188907	Oleispira	0
G	188910	Microchaete	0
G	1902583	Candidatus	0
G	190323	Plantibacter	0
G	1906657	Candidatus	0
G	1906659	Candidatus	0
G	1906661	Candidatus	0
G	1906945	Parageobacillus	0
G	190818	Geoglobus	0
G	191	Azospirillum	0
G	1910924	Hydromonas	0
G	1910992	K1gvirus	0
G	1911556	Sediminispirochaeta	0
G	1912215	Acidipropionibacterium	0
G	1912216	Cutibacterium	0
G	1912217	Pseudopropionibacterium	0
G	1912503	Candidatus	0
G	191291	Nautilia	0
G	1913650	Cc31virus	0
G	1913652	Rb69virus	0
G	191494	Conexibacter	0
G	191769	Marinilactibacillus	0
G	1920860	Kp36virus	0
G	1921125	P70virus	0
G	1921582	Orrella	0
G	1921784	Kiritimatiella	0
G	1927833	Candidatus	0
G	1930845	Ndongobacter	0
G	1934947	Immundisolibacter	0
G	1936111	Fuerstia	0
G	1937972	Bernardetia	0
G	1940138	Candidatus	0
G	196081	Scardovia	0
G	196082	Parascardovia	0
G	196118	Methanocaldococcus	0
G	196119	Methanotorris	0
G	196136	Methanosalsum	0
G	1961799	Lacunisphaera	0
G	1970191	Salinivirga	0
G	1980513	Candidatus	0
G	1980514	Halodesulfurarchaeum	0
G	1980533	Herbevirus	0
G	1981157	Nona33virus	0
G	198251	Candidatus	0
G	1982590	Kpp25virus	0
G	1982745	Ydn12virus	0
G	1982898	Coopervirus	0
G	1985325	Jd18virus	0
G	1985328	Kp15virus	0
G	1985711	Fri1virus	0
G	1988	Actinomadura	0
G	1988031	Candidatus	0
G	20	Phenylobacterium	0
G	2000	Streptosporangium	0
G	2004797	Luteitalea	0
G	2005363	Auricoccus	0
G	2005509	Centapoxvirus	0
G	200903	Paraliobacillus	0
G	201096	Alicycliphilus	0
G	2013	Nocardiopsis	0
G	2019	Thermomonospora	0
G	2019482	Brevefilum	0
G	2025617	Ketobacter	0
G	202746	Sulfurimonas	0
G	2028344	Ereboglobus	0
G	2029	Kibdelosporangium	0
G	202907	Collimonas	0
G	202949	Thermanaeromonas	0
G	203133	Propionimicrobium	0
G	203135	Halomicrobium	0
G	203193	Halobiforma	0
G	2034	Curtobacterium	0
G	2035811	Pseudodesulfovibrio	0
G	2036021	Agarilytica	0
G	2038	Tropheryma	0
G	203804	Candidatus	0
G	2039639	Candidatus	0
G	2040	Aeromicrobium	0
G	204037	Dickeya	0
G	2042066	Paraphotobacterium	0
G	204286	Cobetia	0
G	2044	Pimelobacter	0
G	204456	Gemmobacter	0
G	2045213	Candidatus	0
G	2050	Mobiluncus	0
G	2053	Gordonia	0
G	2056	Sphaerobacter	0
G	2060	Tsukamurella	0
G	2060084	Pandoravirus	0
G	2063	Kitasatospora	0
G	2071	Saccharothrix	0
G	2078575	Psychromicrobium	0
G	208215	Parvularcula	0
G	208447	Oceanithermus	0
G	209	Helicobacter	0
G	2093	Mycoplasma	0
G	2094023	Glaesserella	0
G	2115980	Candidatus	0
G	212743	Rhizobacter	0
G	212790	Sulfurihydrogenibium	0
G	2129	Ureaplasma	0
G	2132	Spiroplasma	0
G	213485	Micavibrio	0
G	2147	Acholeplasma	0
G	214906	Histophilus	0
G	2160	Methanobacterium	0
G	216431	Croceibacter	0
G	217161	Chamaesiphon	0
G	2172	Methanobrevibacter	0
G	2172100	Limnobaculum	0
G	2173039	Arcticibacterium	0
G	2175	Methanohalophilus	0
G	2179	Methanothermus	0
G	218207	Desulfatibacillum	0
G	2184	Methanococcus	0
G	219181	Ottowia	0
G	2192	Methanocorpusculum	0
G	22	Shewanella	0
G	2202	Methanospirillum	0
G	2207	Methanosarcina	0
G	221065	Kordia	0
G	2211641	Yoonia	0
G	222	Achromobacter	0
G	2220	Methanolobus	0
G	2222	Methanothrix	0
G	2225	Methanococcoides	0
G	2233	Archaeoglobus	0
G	2233801	Ahniella	0
G	2237	Haloarcula	0
G	2239	Halobacterium	0
G	2251	Haloferax	0
G	225143	Oceanisphaera	0
G	2256	Natronobacterium	0
G	225842	Formosa	0
G	226	Alteromonas	0
G	2260	Pyrococcus	0
G	2263	Thermococcus	0
G	2268	Thermofilum	0
G	227388	Thermodesulfobium	0
G	227873	Pannonibacter	0
G	2279	Staphylothermus	0
G	227979	Jeotgalicoccus	0
G	2282523	Methylorubrum	0
G	2282740	Desulfallas	0
G	2282742	Desulfofarcimen	0
G	228398	Streptacidiphilus	0
G	2284	Sulfolobus	0
G	2289	Desulfobacter	0
G	2295	Desulfobacterium	0
G	2302	Thermoplasma	0
G	230355	Methanolacinia	0
G	2304691	Thermoclostridium	0
G	2304692	Hungateiclostridium	0
G	2304693	Pseudoclostridium	0
G	230494	Reinekea	0
G	2308	Pyrodictium	0
G	2314	Methanoplanus	0
G	231454	Dyella	0
G	2316	Methanosphaera	0
G	231683	Saccharospirillum	0
G	2319	Methanopyrus	0
G	2321	Methanohalobium	0
G	2321111	Aliiarcobacter	0
G	2321113	Pseudoarcobacter	0
G	2321114	Malacobacter	0
G	2321115	Haloarcobacter	0
G	232244	Belliella	0
G	2330	Halanaerobium	0
G	233189	Anaerolinea	0
G	233191	Caldilinea	0
G	2335	Thermotoga	0
G	234	Brucella	0
G	2349	Haliscomenobacter	0
G	2351	Flexistipes	0
G	235572	Candidatus	0
G	2357	Desulfomonile	0
G	235888	Salinibacterium	0
G	236752	Fastidiosipila	0
G	237	Flavobacterium	0
G	2370	Xylella	0
G	238749	Diaphorobacter	0
G	241192	Thermodesulfatator	0
G	241421	Crinalium	0
G	2420	Thermosipho	0
G	2422	Fervidobacterium	0
G	2425	Teredinibacter	0
G	242605	Luteibacter	0
G	2433	Roseobacter	0
G	244599	Raphidiopsis	0
G	244698	Gillisia	0
G	245876	Nitratireductor	0
G	246861	Grimontia	0
G	246875	Algoriphagus	0
G	249529	Caldanaerobacter	0
G	252306	Robiginitalea	0
G	252356	Maribacter	0
G	252965	Mahella	0
G	253106	Natronolimnobius	0
G	254250	Isoptericola	0
G	256319	Chlorobaculum	0
G	256616	Parvibaculum	0
G	258255	Pseudovibrio	0
G	261825	Agarivorans	0
G	261827	Algibacter	0
G	261963	Kangiella	0
G	262	Francisella	0
G	262406	Thermobaculum	0
G	263377	Salipiger	0
G	264688	Trichormus	0
G	265	Paracoccus	0
G	265488	Rhodopirellula	0
G	265570	Sulfurovum	0
G	265976	Serinicoccus	0
G	267408	Arsenicicoccus	0
G	267986	Owenweeksia	0
G	268175	Chondrocystis	0
G	269258	Nitratiruptor	0
G	269260	Nitratifractor	0
G	2697	Heliobacterium	0
G	270	Thermus	0
G	2701	Gardnerella	0
G	2713	Aquifex	0
G	2723	Hirschia	0
G	273135	Candidatus	0
G	2733	Symbiobacterium	0
G	2735	Verrucomicrobium	0
G	2737	Vagococcus	0
G	2742	Marinobacter	0
G	2745	Halomonas	0
G	274591	Hoeflea	0
G	2747	Carnobacterium	0
G	2755	Brochothrix	0
G	278993	Thermincola	0
