rank_code	ncbi_id	name	mean_percent
G	40136	Oligotropha	0
G	401618	Candidatus	0
G	40222	Methylophaga	0
G	40323	Stenotrophomonas	0
G	404	Methylobacillus	0
G	404432	Salinicola	0
G	40544	Sutterella	0
G	40566	Actinosynnema	0
G	407	Methylobacterium	0
G	407217	Aquitalea	0
G	40751	Thioploca	0
G	409304	Candidatus	0
G	411566	Candidatus	0
G	412592	Thermosulfidibacter	0
G	41275	Brevundimonas	0
G	413	Methylococcus	0
G	413435	Solimonas	0
G	413496	Cronobacter	0
G	414371	Aureimonas	0
G	414878	Catenulispora	0
G	416	Methylomonas	0
G	416916	Aggregatibacter	0
G	41707	Lawsonia	0
G	417127	Zunongwangia	0
G	41980	Metallosphaera	0
G	42	Cystobacter	0
G	42054	Chromohalobacter	0
G	42255	Rubrobacter	0
G	423349	Mucilaginibacter	0
G	423604	Elusimicrobium	0
G	42417	Halobacteroides	0
G	425	Methylosinus	0
G	427753	Humibacter	0
G	427922	Desulfurivibrio	0
G	42837	Ammonifex	0
G	428711	Jonquetella	0
G	432330	Tumebacillus	0
G	43356	Kutzneria	0
G	434	Acetobacter	0
G	436357	Thalassococcus	0
G	43668	Brachybacterium	0
G	43673	Jonesia	0
G	437504	Granulosicoccus	0
G	43773	Syntrophus	0
G	43947	Tolumonas	0
G	43988	Cyanothece	0
G	44	Melittangium	0
G	44000	Caldicellulosiruptor	0
G	44011	Ferrimonas	0
G	44013	Polynucleobacter	0
G	441	Gluconobacter	0
G	442430	Coraliomargarita	0
G	44259	Filifactor	0
G	44260	Moorella	0
G	444090	Caldimicrobium	0
G	444432	Anderseniella	0
G	444459	Flagellimonas	0
G	44471	Microcoleus	0
G	44474	Pleurocapsa	0
G	445	Legionella	0
G	447237	Frondihabitans	0
G	447467	Simiduia	0
G	447792	Phytobacter	0
G	449972	Chelativorans	0
G	453229	Desulfarculus	0
G	45662	Desulfohalobium	0
G	45667	Halobacillus	0
G	45669	Salinicoccus	0
G	456826	Candidatus	0
G	458032	Chloracidobacterium	0
G	459532	Terribacillus	0
G	45989	Methanoculleus	0
G	461	Fluoribacter	0
G	46238	Entomoplasma	0
G	46239	Mesoplasma	0
G	46254	Oenococcus	0
G	46255	Weissella	0
G	46352	Agrococcus	0
G	465	Tatlockia	0
G	466152	Singulisphaera	0
G	46631	Picrophilus	0
G	469	Acinetobacter	0
G	46913	Devosia	0
G	469322	Steroidobacter	0
G	47	Archangium	0
G	471826	Candidatus	0
G	47251	Leptolyngbya	0
G	472568	Devriesea	0
G	472825	Candidatus	0
G	47420	Hydrogenophaga	0
G	475	Moraxella	0
G	475087	Methanosphaerula	0
G	476528	Bibersteinia	0
G	478070	Labrenzia	0
G	48073	Microbulbifer	0
G	48075	Marinobacterium	0
G	482	Neisseria	0
G	48736	Ralstonia	0
G	49082	Candidatus	0
G	497	Psychrobacter	0
G	49894	Acetomicrobium	0
G	499	Thermomicrobium	0
G	499228	Tepidanaerobacter	0
G	499551	Methanolinea	0
G	50	Chondromyces	0
G	504090	Kushneria	0
G	507	Alcaligenes	0
G	50714	Acidisphaera	0
G	508459	Cloacibacillus	0
G	511434	Candidatus	0
G	511678	Aliivibrio	0
G	511745	Methylacidiphilum	0
G	51196	Syntrophobotulus	0
G	51228	Wigglesworthia	0
G	51514	Dehalobacterium	0
G	51668	Tetragenococcus	0
G	517	Bordetella	0
G	518733	Microterricola	0
G	522	Acidiphilium	0
G	527198	Mariniflexile	0
G	528	Ochrobactrum	0
G	52959	Polaribacter	0
G	52972	Polaromonas	0
G	529881	Candidatus	0
G	529883	Rhodoluna	0
G	532	Beijerinckia	0
G	53246	Pseudoalteromonas	0
G	53318	Desulfocapsa	0
G	53335	Pantoea	0
G	53357	Intrasporangium	0
G	53387	Friedmanniella	0
G	53392	Thiodictyon	0
G	53457	Janibacter	0
G	53460	Nakamurella	0
G	535	Chromobacterium	0
G	53572	Deferribacter	0
G	53634	Acidimicrobium	0
G	538	Eikenella	0
G	53945	Octadecabacter	0
G	541	Zymomonas	0
G	54247	Hyperthermus	0
G	54258	Ignicoccus	0
G	542837	Sp6virus	0
G	54298	Chroococcidiopsis	0
G	54304	Planktothrix	0
G	543311	Parvimonas	0
G	545865	Calditerrivibrio	0
G	55079	Aneurinibacillus	0
G	55080	Brevibacillus	0
G	551	Erwinia	0
G	551759	Aromatoleum	0
G	556257	Pseudolabrys	0
G	558016	Alphabaculovirus	0
G	56106	Cylindrospermum	0
G	56112	Dehalobacter	0
G	56688	Halorubrum	0
G	568	Hafnia	0
G	568394	Pseudogulbenkiania	0
G	568987	Candidatus	0
G	570	Klebsiella	0
G	570266	Methanocella	0
G	57479	Microvirgula	0
G	57493	Kocuria	0
G	57495	Dermacoccus	0
G	57499	Kytococcus	0
G	57665	Sulfurospirillum	0
G	57739	Vogesella	0
G	579	Kluyvera	0
G	58050	Moritella	0
G	581	Morganella	0
G	583	Proteus	0
G	586	Providencia	0
G	58842	Sagittula	0
G	59	Vitreoscilla	0
G	59282	Blastochloris	0
G	596707	Sinomonas	0
G	59732	Chryseobacterium	0
G	59739	Flammeovirga	0
G	59740	Persicobacter	0
G	59753	Alcanivorax	0
G	6	Azorhizobium	0
G	60136	Sulfitobacter	0
G	60846	Halogeometricum	0
G	60892	Desulfobacca	0
G	60919	Sanguibacter	0
G	613	Serratia	0
G	61434	Dehalococcoides	0
G	622681	Candidatus	0
G	623276	Maritalea	0
G	626	Xenorhabdus	0
G	629	Yersinia	0
G	630749	Spongiibacter	0
G	63132	Geitlerinema	0
G	635	Edwardsiella	0
G	637	Arsenophonus	0
G	63742	Natrialba	0
G	63743	Natronomonas	0
G	64159	Desulfurobacterium	0
G	642	Aeromonas	0
G	648800	Solibacillus	0
G	648802	Rummeliibacillus	0
G	64895	Borreliella	0
G	649460	Filimonas	0
G	65047	Mitsuaria	0
G	651456	Kosmotoga	0
G	651660	Paenisporosarcina	0
G	65496	Actinoalloteichus	0
G	655184	Candidatus	0
G	655352	Cohaesibacter	0
G	65551	Meiothermus	0
G	657	Photobacterium	0
G	658061	Candidatus	0
G	662	Vibrio	0
G	665568	Paraoerskovia	0
G	665874	Limnohabitans	0
G	666508	Phycisphaera	0
G	669357	Geminocystis	0
G	670486	Dehalogenimonas	0
G	670516	Mycobacteroides	0
G	673534	Plantactinospora	0
G	674734	Alloactinosynnema	0
G	67572	Psychromonas	0
G	68	Lysobacter	0
G	680115	Phikzvirus	0
G	68287	Mesorhizobium	0
G	68288	Cyclobacterium	0
G	693074	Caldisericum	0
G	693996	Alphacoronavirus	0
G	69474	Orientia	0
G	69578	Cryobacterium	0
G	69655	Sulfurisphaera	0
G	697025	Hoyosella	0
G	697331	Basfia	0
G	698776	Cellulosilyticum	0
G	69965	Macrococcus	0
G	702	Plesiomonas	0
G	70411	Frateuria	0
G	70774	Hydrogenophilus	0
G	71	Simonsiella	0
G	713	Actinobacillus	0
G	71655	Brenneria	0
G	71666	Waddlia	0
G	72173	Citromicrobium	0
G	724	Haemophilus	0
G	72763	Tessaracoccus	0
G	73029	Dechloromonas	0
G	73778	Methylocaldum	0
G	73918	Thermaerobacter	0
G	74030	Roseovarius	0
G	74032	Antarctobacter	0
G	74317	Maricaulis	0
G	745	Pasteurella	0
G	745364	Luteipulveratus	0
G	745410	Gallaecimonas	0
G	748770	Dolichospermum	0
G	75	Caulobacter	0
G	752201	Sphaerospermopsis	0
G	75309	Rhodanobacter	0
G	75905	Thermocrinis	0
G	75984	Mannheimia	0
G	76023	Halothece	0
G	762296	Methylovulum	0
G	76632	Thermobacillus	0
G	76634	Mycetocola	0
G	767891	Candidatus	0
G	768	Anaplasma	0
G	76831	Myroides	0
G	76890	Asticcacaulis	0
G	773	Bartonella	0
G	780	Rickettsia	0
G	79206	Desulfosporosinus	0
G	79328	Chitinophaga	0
G	795750	Ignavibacterium	0
G	79603	Denitrobacterium	0
G	80865	Delftia	0
G	81	Hyphomicrobium	0
G	810	Chlamydia	0
G	81411	Aminomonas	0
G	81416	Methanofollis	0
G	81461	Thermanaerovibrio	0
G	81466	Aminobacterium	0
G	81682	Methylovorus	0
G	82980	Leminorella	0
G	82982	Obesumbacterium	0
G	82984	Pragia	0
G	82986	Tatumella	0
G	832	Fibrobacter	0
G	83461	Corallococcus	0
G	83551	Parachlamydia	0
G	836	Porphyromonas	0
G	83612	Psychroflexus	0
G	83614	Luteimonas	0
G	83618	Pseudoxanthomonas	0
G	83654	Leclercia	0
G	83677	Thermobifida	0
G	83681	Nonomuraea	0
G	84108	Slackia	0
G	84162	Cryptobacterium	0
G	843	Wolinella	0
G	84404	Hippea	0
G	84406	Virgibacillus	0
G	84565	Sodalis	0
G	84567	Pedobacter	0
G	84593	Verrucosispora	0
G	846	Oxalobacter	0
G	84756	Beutenbergia	0
G	848	Fusobacterium	0
G	85	Hyphomonas	0
G	85072	Allochromatium	0
G	85076	Marichromatium	0
G	85108	Halorhodospira	0
G	85413	Bosea	0
G	861914	Fibrella	0
G	862	Syntrophomonas	0
G	86795	Marmoricola	0
G	869	Dichelobacter	0
G	869806	Marivirga	0
G	875170	Celeribacter	0
G	88	Leptothrix	0
G	88138	Modestobacter	0
G	885864	Jeongeupia	0
G	88723	Natrinema	0
G	890	Desulfuromonas	0
G	893	Desulfobulbus	0
G	89404	Glaciecola	0
G	89583	Gluconacetobacter	0
G	896	Desulfococcus	0
G	898	Desulfomicrobium	0
G	89966	Hymenobacter	0
G	90243	Oligella	0
G	908623	Euzebya	0
G	909928	Negativicoccus	0
G	911	Nitrobacter	0
G	914	Nitrosomonas	0
G	919	Thiobacillus	0
G	91914	Asaia	0
G	92793	Aquabacterium	0
G	92944	Ketogulonicigenium	0
G	929509	Solitalea	0
G	929812	Gibbsiella	0
G	93217	Pandoraea	0
G	933	Thiomicrospira	0
G	935200	Sulfuricella	0
G	93681	Roseateles	0
G	939	Hydrogenobacter	0
G	940557	Granulicella	0
G	943	Ehrlichia	0
G	947525	Miniimonas	0
G	953	Wolbachia	0
G	958	Bdellovibrio	0
G	96	Gallionella	0
G	963	Herbaspirillum	0
G	97050	Ruegeria	0
G	978	Cytophaga	0
G	986106	Acidiferrobacter	0
G	991903	Polymorphum	0
G1	106178	canis	0
G1	106179	phagocytophilum	0
G1	111527	pseudomallei	0
G1	1129742	belli	0
G1	114277	spotted	0
G1	114292	typhus	0
G1	1183400	Agrobacterium	0
G1	119603	Streptococcus	0
G1	120793	Mycobacterium	0
G1	1231361	unclassified	0
G1	1344959	Citrobacter	0
G1	136841	Pseudomonas	0
G1	136842	Pseudomonas	0
G1	136843	Pseudomonas	0
G1	136845	Pseudomonas	0
G1	136846	Pseudomonas	0
G1	136849	Pseudomonas	0
G1	1477431	Streptomyces	0
G1	1505648	Geobacillus	0
G1	151157	Acetobacter	0
G1	1649845	Yersinia	0
G1	1654067	Pantoea	0
G1	1670797	Pediococcus	0
G1	1792192	Bacillus	0
G1	1852274	Streptomyces	0
G1	1891919	Vibrio	0
G1	1914163	unclassified	0
G1	2044880	Paenibacillus	0
G1	2212402	unclassified	0
G1	2219214	unclassified	0
G1	2249310	Mycobacterium	0
G1	2267560	unclassified	0
G1	261386	Leptospirillum	0
G1	329156	unclassified	0
G1	359350	unclassified	0
G1	366617	unclassified	0
G1	629295	Streptomyces	0
G1	643453	Xanthomonas	0
G1	653685	Bacillus	0
G1	655606	Leptospirillum	0
G1	656088	Mycoplasma	0
G1	663276	Sinorhizobium	0
G1	671232	Streptococcus	0
G1	711328	unclassified	0
G1	717610	Vibrio	0
G1	77643	Mycobacterium	0
G1	85620	Candidatus	0
G1	85630	16SrX	0
G1	85632	16SrXII	0
G1	86661	Bacillus	0
G1	87882	Burkholderia	0
G1	909768	Acinetobacter	0
G1	979725	unclassified	0
G1	995085	Stenotrophomonas	0
G2	1232139	Pseudomonas	0
G2	1482558	Streptomyces	0
G2	1482561	Streptomyces	0
G2	1482566	Streptomyces	0
G2	1482596	Streptomyces	0
G2	1938374	Bacillus	0
G2	2315253	Vibrio	0
G2	251695	Pseudomonas	0
G2	251698	Pseudomonas	0
G2	266068	Rickettsia	0
G2	578833	Pseudomonas	0
O	1077263	Chthonomonadales	0
O	1100069	Bacteroidetes	0
O	11157	Mononegavirales	0
O	1118	Chroococcales	0
O	112	Planctomycetales	0
O	1127829	Candidatus	0
O	114380	Desulfurococcales	0
O	1150	Oscillatoriales	0
O	1161	Nostocales	0
O	118964	Deinococcales	0
O	118969	Legionellales	0
O	119069	Hydrogenophilales	0
O	1191478	Magnetococcales	0
O	1202465	Dehalococcoidales	0
O	1217098	Jiangellales	0
O	1235850	Methanomassiliicoccales	0
O	1240482	Orbales	0
O	135613	Chromatiales	0
O	135614	Xanthomonadales	0
O	135615	Cardiobacteriales	0
O	135618	Methylococcales	0
O	135619	Oceanospirillales	0
O	135623	Vibrionales	0
O	135624	Aeromonadales	0
O	136	Spirochaetales	0
O	1382929	Ardenticatenales	0
O	1485951	Desulfurobacteriales	0
O	1643682	Geodermatophilales	0
O	1643683	Acidothermales	0
O	1643684	Nakamurellales	0
O	1643686	Brachyspirales	0
O	1643946	Kosmotogales	0
O	1643947	Petrotogales	0
O	1644055	Haloferacales	0
O	1644060	Natrialbales	0
O	1663425	Fimbriimonadales	0
O	1676649	Limnochordales	0
O	1692040	Acidiferrobacterales	0
O	1706369	Cellvibrionales	0
O	1775403	Nevskiales	0
O	1779134	Bradymonadales	0
O	1783344	Endomicrobiales	0
O	1853229	Chitinophagales	0
O	186328	Entomoplasmatales	0
O	186329	Acholeplasmatales	0
O	188710	Thermodesulfobacteriales	0
O	1890424	Synechococcales	0
O	1890505	Chroococcidiopsidales	0
O	189769	Chrysiogenales	0
O	189776	Thermomicrobiales	0
O	189778	Nitrospirales	0
O	191393	Deferribacterales	0
O	191411	Chlorobiales	0
O	1921002	Holosporales	0
O	1921782	Kiritimatiellales	0
O	1934945	Immundisolibacterales	0
O	1936988	Saprospirales	0
O	1955042	Gloeoemargaritales	0
O	1962852	Calditrichales	0
O	1963360	Parachlamydiales	0
O	1970189	Marinilabiliales	0
O	1980410	Bunyavirales	0
O	200666	Sphingobacteriales	0
O	2024979	Bacteriovoracales	0
O	203487	Dictyoglomales	0
O	203491	Fusobacteriales	0
O	2039638	Candidatus	0
O	204433	Acidobacteriales	0
O	204457	Sphingomonadales	0
O	204458	Caulobacterales	0
O	206351	Neisseriales	0
O	206389	Rhodocyclales	0
O	2085	Mycoplasmatales	0
O	213113	Desulfurellales	0
O	213462	Syntrophobacterales	0
O	213481	Bdellovibrionales	0
O	2158	Methanobacteriales	0
O	2182	Methanococcales	0
O	218872	Fibrobacterales	0
O	2191	Methanomicrobiales	0
O	219686	Gemmatimonadales	0
O	2231	Archaeoglobales	0
O	2235	Halobacteriales	0
O	225057	Acidithiobacillales	0
O	2258	Thermococcales	0
O	2266	Thermoproteales	0
O	2281	Sulfolobales	0
O	2301	Thermoplasmatales	0
O	235899	Nautiliales	0
O	2419	Thermotogales	0
O	255473	Parvularculales	0
O	278082	Victivallales	0
O	28883	Caudovirales	0
O	29	Myxococcales	0
O	292629	Anaerolineales	0
O	307595	Gloeobacterales	0
O	31932	Nitrosopumilales	0
O	32003	Nitrosomonadales	0
O	32064	Chloroflexales	0
O	32069	Aquificales	0
O	332160	Solibacterales	0
O	414714	Catenulisporales	0
O	415000	Opitutales	0
O	415001	Puniceicoccales	0
O	453227	Desulfarculales	0
O	475963	Caldilineales	0
O	485256	Natranaerobiales	0
O	51291	Chlamydiales	0
O	52604	Pleurocapsales	0
O	53433	Halanaerobiales	0
O	54526	Pelagibacterales	0
O	548681	Herpesvirales	0
O	570264	Methanocellales	0
O	580371	Mariprofundales	0
O	588673	Solirubrobacterales	0
O	622450	Actinopolysporales	0
O	622452	Kineosporiales	0
O	641854	Elusimicrobiales	0
O	649776	Synergistales	0
O	666506	Phycisphaerales	0
O	68933	Thermales	0
O	68985	Methanopyrales	0
O	693072	Caldisericales	0
O	69541	Desulfuromonadales	0
O	717963	Methylacidiphilales	0
O	72273	Thiotrichales	0
O	742030	Salinisphaerales	0
O	766	Rickettsiales	0
O	76804	Nidovirales	0
O	795748	Ignavibacteriales	0
O	84993	Acidimicrobiales	0
O	84996	Rubrobacterales	0
O	85001	Sphaerobacterales	0
O	85008	Micromonosporales	0
O	85010	Pseudonocardiales	0
O	85012	Streptosporangiales	0
O	85013	Frankiales	0
O	85014	Glycomycetales	0
O	871006	Acidilobales	0
O	908621	Euzebyales	0
O	94695	Methanosarcinales	0
O1	1124781	unclassified	0
O1	119042	unclassified	0
O1	119065	unclassified	0
O1	1508594	Chloroflexineae	0
O1	1508595	Roseiflexineae	0
O1	1643949	Petrotogaceae	0
O1	1660158	unclassified	0
O1	1674876	unclassified	0
O1	1837742	unclassified	0
O1	186830	unclassified	0
O1	1892256	unclassified	0
O1	201821	unclassified	0
O1	210592	unclassified	0
O1	2116545	unclassified	0
O1	224462	Nannocystineae	0
O1	255728	Sphaerobacterineae	0
O1	313602	unclassified	0
O1	333046	unclassified	0
O1	438853	unclassified	0
O1	451511	unclassified	0
O1	539002	Bacillales	0
O1	577468	unclassified	0
O1	697024	unclassified	0
O1	74967	unclassified	0
O1	80811	Cystobacterineae	0
O1	80812	Sorangiineae	0
O1	90150	Aquificales	0
O2	1219117	unclassified	0
O2	1699067	unclassified	0
O2	1751870	unclassified	0
O2	185291	unclassified	0
O2	1919231	unclassified	0
O2	1920255	unclassified	0
O2	224471	Burkholderiales	0
O2	263855	unclassified	0
O2	44887	unclassified	0
O2	539738	Bacillales	0
O2	539742	Bacillales	0
O2	80841	unclassified	0
P	1090	Chlorobi	0
P	1134404	Ignavibacteriae	0
P	1297	Deinococcus-Thermus	0
P	134625	Kiritimatiellaeota	0
P	142182	Gemmatimonadetes	0
P	1930617	Calditrichaeota	0
P	200783	Aquificae	0
P	200795	Chloroflexi	0
P	200918	Thermotogae	0
P	200930	Deferribacteres	0
P	200938	Chrysiogenetes	0
P	200940	Thermodesulfobacteria	0
P	203682	Planctomycetes	0
P	203691	Spirochaetes	0
P	204428	Chlamydiae	0
P	256845	Lentisphaerae	0
P	28889	Crenarchaeota	0
P	32066	Fusobacteria	0
P	363464	Candidatus	0
P	40117	Nitrospirae	0
P	456828	Candidatus	0
P	508458	Synergistetes	0
P	57723	Acidobacteria	0
P	651137	Thaumarchaeota	0
P	65842	Fibrobacteres	0
P	67814	Caldiserica	0
P	67819	Armatimonadetes	0
P	68297	Dictyoglomi	0
P	74152	Elusimicrobia	0
P	95818	Candidatus	0
P1	1046947	unclassified	0
P1	1301283	Oscillatoriophycideae	0
P1	171558	unclassified	0
P1	1752188	unclassified	0
P1	1895827	unclassified	0
P1	2283794	Methanomada	0
P1	2283796	Diaforarchaea	0
P1	2290931	Stenosarchaea	0
P1	326457	unclassified	0
P1	33974	unclassified	0
P1	34079	unclassified	0
P1	458031	unclassified	0
P1	651142	unclassified	0
P1	713063	unclassified	0
P2	1983111	unclassified	0
P2	37452	unclassified	0
P2	417295	unclassified	0
P2	84086	unclassified	0
R1	28384	other	0
S	100225	Austwickia	0
S	1002672	Candidatus	0
S	1003110	Verrucosispora	0
S	100379	Onion	0
S	1004901	Gordonia	0
S	1005039	Fimbriimonas	0
S	1006	Marivirga	0
S	1006576	Defluviitoga	0
S	1007105	Pusillimonas	0
S	100716	Chloroherpeton	0
S	1007676	Lactobacillus	0
S	1008	Saprospira	0
S	1010	Sphingobacterium	0
S	101192	Methanomethylovorans	0
S	101385	Aequorivita	0
S	1014	Weeksella	0
S	101534	Candidatus	0
S	101564	Pseudomonas	0
S	101571	Burkholderia	0
S	1016987	Novosphingobium	0
S	1017	Capnocytophaga	0
S	1018	Capnocytophaga	0
S	1019	Capnocytophaga	0
S	102116	Stanieria	0
S	102134	Desulfallas	0
S	102684	Streptococcus	0
S	1027273	Endozoicomonas	0
S	1028416	Psychrobacter	0
S	1028989	Pseudomonas	0
S	1030157	Sphingomonas	0
S	1031542	Campylobacter	0
S	1032072	Malacobacter	0
S	1033854	Thioalkalivibrio	0
S	1033922	Rhodococcus	0
S	1034889	Variovorax	0
S	103731	Saccharothrix	0
S	103816	Rhodococcus	0
S	103855	Bordetella	0
S	1038856	Planococcus	0
S	1038928	Streptomyces	0
S	104	Cyclobacterium	0
S	104087	Pseudomonas	0
S	104102	Acetobacter	0
S	1041504	Candidatus	0
S	1042877	Thermococcus	0
S	104336	Microbacterium	0
S	1045808	Rhodococcus	0
S	104623	Serratia	0
S	1048396	Halopenitus	0
S	1048758	Candidatus	0
S	1049	Allochromatium	0
S	1049581	Bacillus	0
S	1050174	Corynebacterium	0
S	1050370	Thiomonas	0
S	1052	Halorhodospira	0
S	105219	Ralstonia	0
S	1053	Halorhodospira	0
S	1054217	Thermoplasmatales	0
S	105560	Methylibium	0
S	106	Runella	0
S	1061	Rhodobacter	0
S	1063	Rhodobacter	0
S	106370	Frankia	0
S	106578	Thermoanaerobacter	0
S	106590	Cupriavidus	0
S	106592	Ensifer	0
S	106634	Thioalkalivibrio	0
S	106648	Acinetobacter	0
S	106654	Acinetobacter	0
S	1069	Rhodomicrobium	0
S	1070130	Candidatus	0
S	1072256	Corynebacterium	0
S	1073996	Halohasta	0
S	107401	Tenacibaculum	0
S	1074467	Lactobacillus	0
S	1076	Rhodopseudomonas	0
S	1076255	Yokapox	0
S	1076550	Pantoea	0
S	1076588	Thiolapillus	0
S	1076596	Acetobacter	0
S	107709	Opitutus	0
S	1077935	Paracoccus	0
S	1079	Blastochloris	0
S	1080068	Leptolyngbya	0
S	108007	Thermanaerovibrio	0
S	108010	Thioalkalivibrio	0
S	108150	Thermoanaerobacter	0
S	1082704	Lonsdalea	0
S	1082851	Comamonas	0
S	1084	Pararhodospirillum	0
S	1084719	Bacillus	0
S	108486	Corynebacterium	0
S	1085	Rhodospirillum	0
S	1085624	Persicobacter	0
S	1089444	Dickeya	0
S	108981	Acinetobacter	0
S	1090615	Nakamurella	0
S	1092	Chlorobium	0
S	109266	Anabaenopsis	0
S	1094	Chlorobium	0
S	1094342	Alcanivorax	0
S	1094892	Megavirus	0
S	1096	Chlorobium	0
S	1096243	Idiomarina	0
S	1097	Chlorobaculum	0
S	1097668	Burkholderia	0
S	109790	Lactobacillus	0
S	11	Cellulomonas	0
S	1100	Pelodictyon	0
S	110164	Thermococcus	0
S	1102	Prosthecochloris	0
S	110319	Nocardioides	0
S	110321	Sinorhizobium	0
S	110539	Mycolicibacterium	0
S	110662	Synechococcus	0
S	1108	Chloroflexus	0
S	1108595	Chromobacterium	0
S	1109412	Brenneria	0
S	1109743	Streptomyces	0
S	111015	Actinomyces	0
S	1111069	Thermus	0
S	1112	Porphyrobacter	0
S	111501	Muricauda	0
S	111504	Bartonella	0
S	1117645	Elizabethkingia	0
S	111781	Leptolyngbya	0
S	1118153	Halomonas	0
S	1118963	Arthrobacter	0
S	111955	Sulfurisphaera	0
S	112023	Streptococcus	0
S	1121358	Corynebacterium	0
S	1124597	Magnetococcus	0
S	1125847	Rhizobium	0
S	1126	Microcystis	0
S	1126833	Paenibacillus	0
S	1127744	Bacillus	0
S	1131462	Dehalobacter	0
S	1131703	Sphaerochaeta	0
S	1131707	Sphaerochaeta	0
S	113267	Bathymodiolus	0
S	1134405	Melioribacter	0
S	1134435	Thauera	0
S	1134687	Klebsiella	0
S	113562	Actinoplanes	0
S	1136497	Brevibacterium	0
S	1136941	Gordonia	0
S	1137095	Scytonema	0
S	1137606	Leptospira	0
S	1138383	Mycobacterium	0
S	1138822	Lactobacillus	0
S	114	Gemmata	0
S	114090	Pediococcus	0
S	1141139	Enterobacteria	0
S	1141883	Massilia	0
S	114416	Lactococcus	0
S	1144748	Kangiella	0
S	114527	Mogibacterium	0
S	1145276	Lysinibacillus	0
S	114615	Bradyrhizobium	0
S	114616	Methylobacterium	0
S	1147	Synechocystis	0
S	1147129	Dehalobacter	0
S	1148509	Pseudomonas	0
S	1149133	Pseudomonas	0
S	1150389	Flavobacteriaceae	0
S	115561	Halomonas	0
S	1155739	Moorea	0
S	1156431	Streptococcus	0
S	1156433	Streptococcus	0
S	1157947	Thermotoga	0
S	115808	Bradyrhizobium	0
S	1158459	Kosakonia	0
S	1159327	Pontimonas	0
S	1160	Planktothrix	0
S	1161901	Bacillus	0
S	1161935	Salinivibrio	0
S	1163710	Cronobacter	0
S	1164	Trichormus	0
S	1165	Anabaena	0
S	1166130	Enterobacter	0
S	1166950	Candidatus	0
S	1168034	Draconibacterium	0
S	1169025	Streptomyces	0
S	117157	Actinopolymorpha	0
S	117207	Sphingopyxis	0
S	1173025	Geitlerinema	0
S	1173026	Gloeocapsa	0
S	1173027	Microcoleus	0
S	1173032	Chamaesiphon	0
S	1173263	Synechococcus	0
S	1175444	Methanocella	0
S	1175445	Methanocella	0
S	1176482	Sulfurimonas	0
S	1176587	Niabella	0
S	1176649	Agrobacterium	0
S	1177574	Prevotella	0
S	1177712	Komagataeibacter	0
S	1178482	Halomonas	0
S	1178515	Paenibacillus	0
S	1178516	Spirosoma	0
S	1178537	Bacillus	0
S	1178778	Maribacter	0
S	118000	Denitrovibrio	0
S	118062	Methanobacterium	0
S	1182568	Deinococcus	0
S	1182571	Deinococcus	0
S	118323	Oscillatoria	0
S	1184	Leptolyngbya	0
S	1184387	Mesotoga	0
S	118562	Arthrospira	0
S	1186051	Blattabacterium	0
S	1188228	Gloeomargarita	0
S	1188319	Ferriphaselus	0
S	119	Rubinisphaera	0
S	1191459	Flammeovirga	0
S	119206	Aerococcus	0
S	1192162	Vogesella	0
S	119219	Cupriavidus	0
S	1193095	Lactobacillus	0
S	119394	Pseudothermotoga	0
S	119484	Syntrophobacter	0
S	1196083	Snodgrassella	0
S	1196095	Gilliamella	0
S	1197	Microchaete	0
S	1197717	Cloacibacillus	0
S	119858	Bacillus	0
S	119864	Marinomonas	0
S	1199245	secondary	0
S	120	Planctopirus	0
S	120107	Sphingobium	0
S	1203471	Geobacter	0
S	1206	Trichodesmium	0
S	1207075	Pseudomonas	0
S	1207504	Burkholderia	0
S	1208324	Celeribacter	0
S	1209493	Halomicronema	0
S	120962	Roseiflexus	0
S	1211326	Spirosoma	0
S	1211417	uncultured	0
S	121292	Pseudarthrobacter	0
S	1214604	Tumebacillus	0
S	1215089	Planococcus	0
S	1216932	Clostridium	0
S	121719	Pannonibacter	0
S	1217908	Octadecabacter	0
S	1218493	Lactobacillus	0
S	1218494	Lactobacillus	0
S	1219	Prochlorococcus	0
S	1221500	Fictibacillus	0
S	1223514	Corynebacterium	0
S	122355	Pseudomonas	0
S	1223566	Bradyrhizobium	0
S	122420	Thermococcus	0
S	1224749	Exiguobacterium	0
S	1226968	Azospirillum	0
S	1229	Nitrosococcus	0
S	1229727	Salipiger	0
S	1229751	Lactococcus	0
S	1229909	Candidatus	0
S	1230341	Salimicrobium	0
S	1230998	Corynebacterium	0
S	1231	Nitrosospira	0
S	1231000	Corynebacterium	0
S	1234841	Mucilaginibacter	0
S	1235591	Pseudorhodoplanes	0
S	1235990	Candidatus	0
S	1236179	Janthinobacterium	0
S	1238	Piscirickettsia	0
S	123841	Helicobacter	0
S	123899	Bordetella	0
S	12390	Lactococcus	0
S	1239307	Sodalis	0
S	1239415	Dokdonia	0
S	12402	Streptococcus	0
S	1244	Leuconostoc	0
S	1244531	Campylobacter	0
S	1245526	Pseudomonas	0
S	1246	Leuconostoc	0
S	1247	Oenococcus	0
S	1248727	endosymbiont	0
S	1249	Weissella	0
S	1249552	Pseudohongiella	0
S	1249553	Bacterioplanes	0
S	1249933	Winogradskyella	0
S	125	Pirellula	0
S	1250153	Maribacter	0
S	1250205	Gramella	0
S	1250231	Gramella	0
S	1250295	Flavobacteriaceae	0
S	1250539	Pelagibaca	0
